"duration","response_date","responseid","consent_1","consent_2","consent_3","failed_vpn_1","failed_vpn_2","failed_vpn_3","tutorial_slider_ck","tutorial_age_ck","tutorial_occ_ck","tutorial_resource_ck","attention_ck_midsurvey","importance_age","importance_race","importance_nchildren","importance_political","importance_criminal","importance_health","importance_occupation","importance_upbrinding","decision_style","decision_style_text","demog_age","demog_race","demog_race_text","demog_education","demog_work","demog_work_text","demog_political","demog_strong_dem","demog_strong_rep","demog_party_closeness","demog_liberal_conserv","demog_strong_lib","demog_strong_cons","demog_closer_lib","feedback","embeddedCode"
524,"2020-11-01 13:27:45","R_3nVESwUVCNsqNUI","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Extremely Important","Not at all important","Moderately Important","Very Important","Moderately Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",59,"Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",13.5934154923524
495,"2020-11-01 13:27:45","R_sAIdaCVYsLvuNr3","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Low importance","Low importance","Not at all important","Not at all important","Extremely Important","Low importance","Slightly important","Very Important","I compared the two persons attribute by attribute","",32,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",15.5826293233742
499,"2020-11-01 13:28:00","R_3nVrSnnFB6xqSSb","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Low importance","Moderately Important","Neutral","Moderately Important","Very Important","Neutral","Slightly important","I compared the two persons attribute by attribute","",32,"Caucasian/White (non-Hispanic)","","High school graduate","I work part time","","Independent","","","Closer to the Democratic Party","Liberal","Strong liberal","","","",39.5704889291829
838,"2020-11-01 13:28:02","R_2y8aQhIV2to3s5s","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Criminal History","Slightly important","Not at all important","Moderately Important","Not at all important","Very Important","Neutral","Very Important","Neutral","I compared the two persons attribute by attribute","",37,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",19.8227298638836
1051,"2020-11-01 13:28:14","R_Av3JoB15D3oh12p","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin,Location","Extremely Important","Very Important","Moderately Important","Not at all important","Not at all important","Extremely Important","Moderately Important","Moderately Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",28,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",37.9896518406434
412,"2020-11-01 13:29:32","R_1lcRcmpw1bY1nsg","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Low importance","Neutral","Not at all important","Extremely Important","Neutral","Low importance","Not at all important","Very Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",33,"Latino or Hispanic","","4-year college degree","I am a full time student","","Democrat","Strong","","","Liberal","Strong liberal","","","",31.0588141214239
420,"2020-11-01 13:29:43","R_1dMF7bFgflcfP3E","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Extremely Important","Not at all important","Low importance","Slightly important","Slightly important","Not at all important","I compared the two persons attribute by attribute","",69,"Caucasian/White (non-Hispanic)","","4-year college degree","I work part time","","Democrat","Strong","","","Liberal","Strong liberal","","","",30.8195349820469
437,"2020-11-01 13:30:21","R_3NCGkvOq9ycyrSf","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Slightly important","Not at all important","Low importance","Extremely Important","Not at all important","Not at all important","I started with (1) and switched to (2)","",53,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Moderate","","","Closer to liberals","",51.2563467720189
400,"2020-11-01 13:30:52","R_DMkuGWJ7VocyPC1","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Not at all important","Moderately Important","Not at all important","Extremely Important","Very Important","Neutral","Slightly important","I compared the two persons attribute by attribute","",37,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",56.7822379855863
587,"2020-11-01 13:32:01","R_b73L43uFbINYIIF","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Slightly important","Moderately Important","Not at all important","Extremely Important","Extremely Important","Low importance","Moderately Important","I compared the two persons attribute by attribute","",26,"Asian/Pacific Islanders","","4-year college degree","I work part time","","Independent","","","Closer to the Democratic Party","Moderate","","","Neither","none",18.0107621958039
396,"2020-11-01 13:33:16","R_Yb5lQwGBDB1o0TL","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Low importance","Not at all important","Slightly important","Not at all important","Moderately Important","Slightly important","Moderately Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",35,"Latino or Hispanic","","Some college, but no degree","I work part time","","Independent","","","Neither","Liberal","Not very strong liberal","","","",53.560386903016
586,"2020-11-01 13:34:21","R_1rjDhSJ3veR5mIQ","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Slightly important","Not at all important","Low importance","Moderately Important","Not at all important","Not at all important","I used both (1) and (2)","",45,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work full time","","Independent","","","Closer to the Republican Party","Conservative","","Not very strong conservative","","no problems",44.4472318490611
610,"2020-11-01 13:35:22","R_1CJaYijFJUVuqAH","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Low importance","Not at all important","Not at all important","Not at all important","Slightly important","Neutral","Very Important","Very Important","I compared the two persons attribute by attribute","",53,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",52.1248377804004
385,"2020-11-01 13:35:37","R_1fd4c1SAk2FRkbx","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Low importance","Not at all important","Not at all important","Extremely Important","Not at all important","Not at all important","I used both (1) and (2)","",55,"Caucasian/White (non-Hispanic)","","2-year college degree","I work full time","","Independent","","","Neither","Moderate","","","Neither","",47.33190199205
491,"2020-11-01 13:36:14","R_1fadcCCcdy0JFcb","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Low importance","Moderately Important","Not at all important","Slightly important","Slightly important","Very Important","Moderately Important","I compared the two persons attribute by attribute","",31,"Caucasian/White (non-Hispanic)","","High school graduate","I am unemployed","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",18.6242327530925
476,"2020-11-01 13:37:01","R_AniiXejRVWMtGWB","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Neutral","Neutral","Low importance","Extremely Important","Very Important","Moderately Important","Neutral","I compared the two persons attribute by attribute","",29,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work part time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",39.9950070062175
554,"2020-11-01 13:37:02","R_xfTSUxqkoQDDPNf","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Very Important","Not at all important","Not at all important","Low importance","Slightly important","Low importance","I used both (1) and (2)","",26,"Black or African American (non-Hispanic)","","4-year college degree","I am unemployed","","Democrat","Strong","","","Liberal","Strong liberal","","","",35.819133499828
374,"2020-11-01 13:37:38","R_26f0eUhNPgdgnLa","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Criminal History","Very Important","Not at all important","Not at all important","Not at all important","Not at all important","Extremely Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",60,"Caucasian/White (non-Hispanic)","","2-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",26.5749501587299
418,"2020-11-01 13:39:33","R_1luuYoBYEm9D5FW","Yes","Yes","Yes",NA,NA,NA,NA,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Moderately Important","Not at all important","Very Important","Moderately Important","Moderately Important","Slightly important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",32,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",47.0798090887442
