Upbringing,Age,Criminal History,Occupation,Children,Health Issues,Race,Political Affiliation,answer,slider,responseid,question_index,condition_service_question,condition_slider
Grew up upper class,70,Prior history of non-violent crime,nurse,No kids,Diabetic,White,Republican,0,7,R_32KiilgHwqNSdlQ,1,10,2
Grew up poor,20,None,unemployed,No kids,Mental health issues,Asian,Democrat,1,6,R_A0vXMKvk5vOsnLj,1,12,2
Grew up poor,70,None,unemployed,Two kids,Mental health issues,Hispanic,Republican,0,6,R_A0vXMKvk5vOsnLj,1,12,2
Grew up middle class,40,Prior history of non-violent crime,Instacart shopper,Two kids,Mental health issues,Asian,Democrat,1,3,R_3GrF1kZz1kYEPgS,1,6,2
Grew up upper class,20,None,firefighter,Two kids,Diabetic,Asian,Republican,0,3,R_3GrF1kZz1kYEPgS,1,6,2
Grew up middle class,40,None,unemployed,No kids,Mental health issues,Asian,None specified,1,7,R_qIbCL7u4gH76c9P,1,16,2
Grew up poor,20,Prior history of violent crime,nurse,No kids,Physically disabled,Asian,Democrat,0,7,R_qIbCL7u4gH76c9P,1,16,2
Grew up poor,20,Prior history of violent crime,firefighter,Two kids,Generally Healthy,Asian,Republican,0,1,R_ZDmtSf9z3pxdBW9,1,3,2
Grew up poor,40,None,artist,Two kids,Generally Healthy,White,None specified,1,1,R_ZDmtSf9z3pxdBW9,1,3,2
Grew up middle class,20,Prior history of non-violent crime,artist,No kids,Generally Healthy,Asian,None specified,1,7,R_1OOmDDQDqeMLDEH,1,2,2
Grew up middle class,70,None,nurse,No kids,Diabetic,White,Republican,0,7,R_1OOmDDQDqeMLDEH,1,2,2
Grew up poor,70,Prior history of non-violent crime,scientist,No kids,Mental health issues,Hispanic,None specified,1,3,R_2THJxNweqc98HUD,1,5,2
Grew up poor,70,Prior history of violent crime,Instacart shopper,No kids,Mental health issues,Asian,Republican,0,3,R_2THJxNweqc98HUD,1,5,2
Grew up poor,20,None,Instacart shopper,Two kids,Mental health issues,Black,None specified,0,3,R_3Hqu2sD9NNwfIXC,1,4,2
Grew up poor,20,Prior history of non-violent crime,Instacart shopper,No kids,Diabetic,Hispanic,Democrat,1,3,R_3Hqu2sD9NNwfIXC,1,4,2
Grew up middle class,40,Prior history of violent crime,unemployed,No kids,Generally Healthy,White,Republican,1,2,R_25QS12pZkpNSkIR,1,4,2
Grew up poor,20,None,unemployed,Two kids,Diabetic,Hispanic,Democrat,0,2,R_25QS12pZkpNSkIR,1,4,2
Grew up middle class,40,Prior history of violent crime,artist,No kids,Physically disabled,Hispanic,Democrat,0,5,R_3xj1mBGaIaEuNTb,1,11,2
Grew up middle class,70,None,janitor,Two kids,Diabetic,Hispanic,None specified,1,5,R_3xj1mBGaIaEuNTb,1,11,2
Grew up upper class,70,Prior history of non-violent crime,firefighter,No kids,Physically disabled,Hispanic,Democrat,1,5,R_PtUBZu8a4Jd0PPr,1,10,2
Grew up poor,70,Prior history of violent crime,unemployed,No kids,Generally Healthy,White,Democrat,0,5,R_PtUBZu8a4Jd0PPr,1,10,2
Grew up upper class,70,Prior history of non-violent crime,scientist,No kids,Diabetic,White,Republican,0,7,R_1nW7W7M7hj1WigB,1,5,2
Grew up middle class,40,Prior history of non-violent crime,scientist,Two kids,Diabetic,Hispanic,None specified,1,7,R_1nW7W7M7hj1WigB,1,5,2
Grew up upper class,70,Prior history of non-violent crime,unemployed,No kids,Physically disabled,Asian,Republican,0,1,R_2f1xNRBk3v06Uxc,1,15,2
Grew up middle class,70,Prior history of non-violent crime,nurse,No kids,Generally Healthy,White,None specified,1,1,R_2f1xNRBk3v06Uxc,1,15,2
Grew up middle class,70,None,janitor,No kids,Generally Healthy,Black,Republican,0,5,R_2798YdZwCNVxnsa,1,2,2
Grew up poor,70,Prior history of violent crime,nurse,No kids,Diabetic,White,Republican,1,5,R_2798YdZwCNVxnsa,1,2,2
Grew up upper class,20,Prior history of violent crime,janitor,Two kids,Mental health issues,Hispanic,Republican,0,5,R_1N9NchBmKf1murk,1,9,2
Grew up poor,40,Prior history of violent crime,Instacart shopper,No kids,Diabetic,Black,Republican,1,5,R_1N9NchBmKf1murk,1,9,2
Grew up poor,20,Prior history of non-violent crime,Instacart shopper,No kids,Physically disabled,Asian,Democrat,0,6,R_1LBD9vWAUi9xIU2,1,16,2
Grew up poor,40,Prior history of non-violent crime,nurse,Two kids,Diabetic,Asian,Republican,1,6,R_1LBD9vWAUi9xIU2,1,16,2
Grew up upper class,20,None,nurse,No kids,Mental health issues,White,Republican,0,4,R_BKYq34ubwmiyLg5,1,7,2
Grew up upper class,20,None,scientist,Two kids,Mental health issues,White,Democrat,1,4,R_BKYq34ubwmiyLg5,1,7,2
Grew up upper class,40,None,artist,No kids,Mental health issues,White,None specified,0,6,R_3dMnLWpcEyfwEGT,1,2,2
Grew up poor,70,None,janitor,Two kids,Mental health issues,Black,None specified,1,6,R_3dMnLWpcEyfwEGT,1,2,2
Grew up poor,70,None,janitor,Two kids,Physically disabled,Asian,Republican,1,6,R_3OrBT1gaYzPRCBu,1,2,2
Grew up upper class,20,Prior history of violent crime,janitor,No kids,Diabetic,Asian,Democrat,0,6,R_3OrBT1gaYzPRCBu,1,2,2
Grew up upper class,40,Prior history of violent crime,artist,Two kids,Physically disabled,Asian,Republican,0,5,R_pLrWp9k9NeeMziF,1,4,2
Grew up upper class,70,None,artist,Two kids,Generally Healthy,Black,Republican,1,5,R_pLrWp9k9NeeMziF,1,4,2
Grew up middle class,20,Prior history of non-violent crime,doctor,Two kids,Generally Healthy,White,None specified,1,3,R_1lxAc3JDv1CH4VF,1,6,2
Grew up poor,70,Prior history of non-violent crime,unemployed,Two kids,Generally Healthy,White,Republican,0,3,R_1lxAc3JDv1CH4VF,1,6,2
Grew up poor,40,Prior history of non-violent crime,doctor,Two kids,Physically disabled,Asian,Democrat,0,6,R_3j69FMLYcKJlCaK,1,16,2
Grew up poor,20,Prior history of violent crime,Instacart shopper,No kids,Physically disabled,Black,None specified,1,6,R_3j69FMLYcKJlCaK,1,16,2
Grew up upper class,40,Prior history of violent crime,artist,Two kids,Physically disabled,Asian,Republican,1,3,R_C2FdPBEnJI7lxbX,1,10,2
Grew up upper class,70,Prior history of violent crime,scientist,No kids,Diabetic,White,Republican,0,3,R_C2FdPBEnJI7lxbX,1,10,2
Grew up upper class,70,None,nurse,Two kids,Generally Healthy,Black,None specified,0,3,R_1d9N6uJqmMCUIAq,1,6,2
Grew up middle class,20,None,nurse,Two kids,Mental health issues,Hispanic,Republican,1,3,R_1d9N6uJqmMCUIAq,1,6,2
Grew up middle class,70,Prior history of non-violent crime,banker,No kids,Generally Healthy,Black,Democrat,0,6,R_9Xi8tsmMC5fonkJ,1,8,2
Grew up poor,40,None,firefighter,Two kids,Generally Healthy,White,Republican,1,6,R_9Xi8tsmMC5fonkJ,1,8,2
Grew up poor,20,Prior history of violent crime,nurse,No kids,Generally Healthy,Black,None specified,0,5,R_3p3fUzDOOanF8Bk,1,9,2
Grew up middle class,70,None,banker,No kids,Mental health issues,Asian,None specified,1,5,R_3p3fUzDOOanF8Bk,1,9,2
Grew up middle class,70,Prior history of non-violent crime,artist,No kids,Physically disabled,White,Republican,0,4,R_vGKoJ8dqUKASfTj,1,12,2
Grew up middle class,40,Prior history of non-violent crime,unemployed,Two kids,Diabetic,White,Democrat,1,4,R_vGKoJ8dqUKASfTj,1,12,2
Grew up poor,20,Prior history of violent crime,doctor,No kids,Generally Healthy,Asian,Republican,0,5,R_TqjQNphjxN5niJb,1,6,2
Grew up upper class,20,Prior history of non-violent crime,Instacart shopper,Two kids,Diabetic,Asian,Democrat,1,5,R_TqjQNphjxN5niJb,1,6,2
Grew up poor,70,Prior history of non-violent crime,firefighter,Two kids,Mental health issues,Black,None specified,0,4,R_2rBh2IQK2YOe9GT,1,10,2
Grew up poor,70,Prior history of non-violent crime,banker,Two kids,Mental health issues,Asian,Democrat,1,4,R_2rBh2IQK2YOe9GT,1,10,2
Grew up middle class,70,Prior history of non-violent crime,Instacart shopper,No kids,Mental health issues,Black,None specified,1,7,R_24647L1c5vkdPjt,1,4,2
Grew up poor,20,Prior history of violent crime,doctor,No kids,Diabetic,White,None specified,0,7,R_24647L1c5vkdPjt,1,4,2
Grew up poor,70,None,unemployed,No kids,Mental health issues,Black,None specified,1,7,R_2Y9Bl8ObLbEUozw,1,6,2
Grew up poor,40,None,banker,No kids,Generally Healthy,Black,Democrat,0,7,R_2Y9Bl8ObLbEUozw,1,6,2
Grew up poor,70,None,banker,Two kids,Physically disabled,Black,None specified,0,4,R_2ALuYhJDYW4vA7q,1,11,2
Grew up poor,70,None,doctor,No kids,Physically disabled,Asian,Democrat,1,4,R_2ALuYhJDYW4vA7q,1,11,2
Grew up poor,20,Prior history of violent crime,firefighter,No kids,Physically disabled,Black,Republican,0,6,R_3JaBLgzkckRdXYp,1,12,2
Grew up middle class,70,None,artist,Two kids,Mental health issues,Asian,Democrat,1,6,R_3JaBLgzkckRdXYp,1,12,2
Grew up poor,20,None,firefighter,Two kids,Mental health issues,Asian,None specified,1,6,R_3exyU3gSLUrsHga,1,8,2
Grew up middle class,40,Prior history of violent crime,artist,Two kids,Generally Healthy,Asian,Democrat,0,6,R_3exyU3gSLUrsHga,1,8,2
Grew up middle class,20,None,janitor,Two kids,Mental health issues,Hispanic,Republican,1,6,R_PSTm7kfEhRvbU5z,1,16,2
Grew up poor,70,None,janitor,Two kids,Generally Healthy,Asian,None specified,0,6,R_PSTm7kfEhRvbU5z,1,16,2
Grew up upper class,20,None,doctor,Two kids,Generally Healthy,Black,Republican,1,4,R_1di9Tjlv8E0GaPy,1,9,2
Grew up poor,20,Prior history of non-violent crime,banker,No kids,Physically disabled,Asian,Republican,0,4,R_1di9Tjlv8E0GaPy,1,9,2
Grew up poor,40,None,janitor,Two kids,Diabetic,Asian,Democrat,1,6,R_WwXPVXygbK7FSed,1,6,2
Grew up poor,20,Prior history of violent crime,banker,No kids,Mental health issues,Asian,Democrat,0,6,R_WwXPVXygbK7FSed,1,6,2
Grew up middle class,20,None,nurse,Two kids,Mental health issues,Asian,Democrat,1,6,R_2laQJu9hsAjG7Lj,1,9,2
Grew up upper class,70,Prior history of violent crime,scientist,No kids,Diabetic,White,None specified,0,6,R_2laQJu9hsAjG7Lj,1,9,2
Grew up middle class,20,Prior history of non-violent crime,artist,Two kids,Physically disabled,Black,Democrat,1,5,R_1PUIA2uNcj9YTi6,1,13,2
Grew up upper class,40,Prior history of violent crime,Instacart shopper,Two kids,Generally Healthy,Black,None specified,0,5,R_1PUIA2uNcj9YTi6,1,13,2
Grew up middle class,20,None,unemployed,Two kids,Physically disabled,Asian,None specified,1,6,R_2wttEOxolL2k9GM,1,8,2
Grew up poor,40,Prior history of non-violent crime,unemployed,Two kids,Physically disabled,White,Democrat,0,6,R_2wttEOxolL2k9GM,1,8,2
Grew up middle class,20,Prior history of violent crime,banker,No kids,Generally Healthy,Black,Democrat,0,7,R_eEhcxUkfv1fTcAN,1,8,2
Grew up upper class,20,Prior history of violent crime,scientist,No kids,Diabetic,Asian,None specified,1,7,R_eEhcxUkfv1fTcAN,1,8,2
Grew up upper class,70,Prior history of violent crime,scientist,Two kids,Diabetic,White,Republican,1,6,R_2zLVhAONtuizwgy,1,1,2
Grew up poor,40,Prior history of non-violent crime,nurse,No kids,Mental health issues,White,Republican,0,6,R_2zLVhAONtuizwgy,1,1,2
Grew up upper class,40,None,firefighter,Two kids,Physically disabled,Hispanic,None specified,1,5,R_3QYkg5ynWbJHLhj,1,4,2
Grew up poor,70,Prior history of violent crime,artist,Two kids,Diabetic,Black,Democrat,0,5,R_3QYkg5ynWbJHLhj,1,4,2
Grew up middle class,20,Prior history of non-violent crime,janitor,No kids,Diabetic,Hispanic,None specified,0,6,R_3V6tEMd9FEGqO4x,1,15,2
Grew up poor,70,Prior history of violent crime,scientist,No kids,Mental health issues,Hispanic,Democrat,1,6,R_3V6tEMd9FEGqO4x,1,15,2
Grew up upper class,40,Prior history of violent crime,firefighter,No kids,Generally Healthy,Black,Democrat,1,6,R_31Gi7bZGqckMzPl,1,1,2
Grew up poor,70,Prior history of violent crime,Instacart shopper,No kids,Mental health issues,Black,None specified,0,6,R_31Gi7bZGqckMzPl,1,1,2
Grew up middle class,20,Prior history of violent crime,janitor,No kids,Physically disabled,Black,Democrat,0,6,R_2sWJ44GttLmjBRt,1,3,2
Grew up middle class,20,None,Instacart shopper,Two kids,Physically disabled,Hispanic,None specified,1,6,R_2sWJ44GttLmjBRt,1,3,2
Grew up middle class,20,None,artist,Two kids,Physically disabled,Asian,None specified,1,6,R_ZsgHLzbNL1iZEqJ,1,10,2
Grew up upper class,70,Prior history of non-violent crime,firefighter,Two kids,Mental health issues,White,Republican,0,6,R_ZsgHLzbNL1iZEqJ,1,10,2
Grew up middle class,70,None,unemployed,Two kids,Diabetic,Hispanic,None specified,0,6,R_D7EvS0HYMtSGhQB,1,4,2
Grew up middle class,70,Prior history of non-violent crime,Instacart shopper,No kids,Physically disabled,White,Democrat,1,6,R_D7EvS0HYMtSGhQB,1,4,2
Grew up upper class,70,Prior history of violent crime,janitor,No kids,Physically disabled,Hispanic,Democrat,0,5,R_3L0i1E8nLhNgLos,1,13,2
Grew up poor,20,None,firefighter,No kids,Physically disabled,White,Republican,1,5,R_3L0i1E8nLhNgLos,1,13,2
Grew up middle class,70,Prior history of violent crime,janitor,Two kids,Diabetic,Black,Democrat,0,1,R_1LoJXXfwQvgZtN8,1,16,2
Grew up middle class,40,Prior history of non-violent crime,scientist,No kids,Generally Healthy,White,Democrat,1,1,R_1LoJXXfwQvgZtN8,1,16,2
Grew up upper class,70,Prior history of violent crime,doctor,Two kids,Diabetic,White,None specified,1,5,R_ufyt8JRfkpYjfrz,1,16,2
Grew up middle class,70,Prior history of violent crime,banker,No kids,Generally Healthy,Black,None specified,0,5,R_ufyt8JRfkpYjfrz,1,16,2
Grew up middle class,20,Prior history of violent crime,scientist,No kids,Diabetic,Black,None specified,1,5,R_2a8pUP9lwJSrDnc,1,16,2
Grew up poor,20,Prior history of non-violent crime,Instacart shopper,Two kids,Generally Healthy,Asian,None specified,0,5,R_2a8pUP9lwJSrDnc,1,16,2
Grew up middle class,70,Prior history of violent crime,firefighter,Two kids,Mental health issues,Hispanic,Democrat,0,7,R_V2Ud58rbCkNDJGV,1,5,2
Grew up upper class,40,None,doctor,Two kids,Diabetic,Black,None specified,1,7,R_V2Ud58rbCkNDJGV,1,5,2
Grew up poor,40,Prior history of violent crime,artist,Two kids,Mental health issues,Asian,Democrat,1,5,R_vxCcmcSKPrzsylz,1,1,2
Grew up poor,20,None,janitor,No kids,Mental health issues,White,Republican,0,5,R_vxCcmcSKPrzsylz,1,1,2
Grew up middle class,20,Prior history of violent crime,doctor,No kids,Physically disabled,Asian,None specified,1,7,R_3GB7hLncn6EzRAX,1,16,2
Grew up middle class,40,None,unemployed,No kids,Generally Healthy,Black,Democrat,0,7,R_3GB7hLncn6EzRAX,1,16,2
Grew up middle class,40,Prior history of non-violent crime,janitor,No kids,Diabetic,Black,Democrat,1,6,R_piOCzHbAsa2FKO5,1,15,2
Grew up upper class,20,Prior history of violent crime,janitor,Two kids,Diabetic,Asian,Republican,0,6,R_piOCzHbAsa2FKO5,1,15,2
Grew up middle class,70,None,doctor,Two kids,Diabetic,Black,Republican,1,3,R_2ToCo0ygpsiWL1J,1,16,2
Grew up middle class,20,Prior history of violent crime,artist,Two kids,Generally Healthy,Asian,Republican,0,3,R_2ToCo0ygpsiWL1J,1,16,2
Grew up poor,40,Prior history of violent crime,scientist,Two kids,Mental health issues,Hispanic,None specified,0,4,R_3oMJLhxNqpOrPgW,1,16,2
Grew up middle class,40,Prior history of violent crime,artist,No kids,Diabetic,Asian,Republican,1,4,R_3oMJLhxNqpOrPgW,1,16,2
Grew up middle class,20,None,Instacart shopper,Two kids,Diabetic,Asian,Republican,1,6,R_zdSozMbZfKU21XP,1,4,2
Grew up middle class,20,Prior history of non-violent crime,nurse,Two kids,Generally Healthy,Asian,Republican,0,6,R_zdSozMbZfKU21XP,1,4,2
Grew up poor,40,None,nurse,No kids,Mental health issues,Hispanic,Democrat,1,6,R_Y9Li1RjA10exKj7,1,12,2
Grew up upper class,70,None,janitor,Two kids,Generally Healthy,Hispanic,Republican,0,6,R_Y9Li1RjA10exKj7,1,12,2
Grew up upper class,70,Prior history of violent crime,artist,Two kids,Generally Healthy,White,None specified,1,5,R_POLFbOSf8wWkevT,1,1,2
Grew up upper class,20,Prior history of violent crime,scientist,Two kids,Physically disabled,White,None specified,0,5,R_POLFbOSf8wWkevT,1,1,2
Grew up poor,40,Prior history of non-violent crime,unemployed,Two kids,Mental health issues,White,Democrat,1,5,R_2RO2SvEtNMYreat,1,12,2
Grew up upper class,20,Prior history of non-violent crime,janitor,Two kids,Mental health issues,Black,None specified,0,5,R_2RO2SvEtNMYreat,1,12,2
Grew up upper class,40,Prior history of violent crime,unemployed,No kids,Diabetic,Black,Democrat,1,5,R_1BXXRCJK9jKyYux,1,8,2
Grew up poor,40,None,unemployed,No kids,Mental health issues,White,None specified,0,5,R_1BXXRCJK9jKyYux,1,8,2
Grew up middle class,20,None,firefighter,No kids,Diabetic,White,Republican,0,6,R_3egdHBMsv1gFkJk,1,5,2
Grew up middle class,70,Prior history of violent crime,firefighter,Two kids,Mental health issues,Asian,None specified,1,6,R_3egdHBMsv1gFkJk,1,5,2
Grew up poor,70,None,artist,Two kids,Physically disabled,Asian,Republican,0,6,R_1EWMO2asP0k0uvs,1,1,2
Grew up poor,70,Prior history of non-violent crime,scientist,Two kids,Diabetic,White,Democrat,1,6,R_1EWMO2asP0k0uvs,1,1,2
Grew up middle class,40,Prior history of violent crime,scientist,No kids,Mental health issues,White,None specified,0,2,R_3ER1WZGTKvo7Htl,1,1,2
Grew up middle class,40,Prior history of non-violent crime,nurse,No kids,Diabetic,Black,Democrat,1,2,R_3ER1WZGTKvo7Htl,1,1,2
Grew up upper class,70,None,nurse,Two kids,Physically disabled,White,None specified,0,5,R_2vjnFUhFrc5tvPE,1,8,2
Grew up poor,20,None,janitor,No kids,Physically disabled,Asian,Republican,1,5,R_2vjnFUhFrc5tvPE,1,8,2
Grew up middle class,20,Prior history of non-violent crime,janitor,No kids,Generally Healthy,Hispanic,None specified,0,6,R_2X70AE88YGBxeQ4,1,10,2
Grew up poor,40,None,doctor,Two kids,Generally Healthy,Hispanic,None specified,1,6,R_2X70AE88YGBxeQ4,1,10,2
Grew up poor,70,Prior history of violent crime,nurse,No kids,Mental health issues,Black,Republican,0,3,R_RaHnO2W4hm76j1D,1,15,2
Grew up poor,70,None,banker,Two kids,Mental health issues,Hispanic,Democrat,1,3,R_RaHnO2W4hm76j1D,1,15,2
Grew up middle class,70,Prior history of non-violent crime,janitor,Two kids,Diabetic,Black,None specified,1,6,R_pRCc9DROtuS3rpL,1,9,2
Grew up middle class,20,None,nurse,No kids,Generally Healthy,Black,Democrat,0,6,R_pRCc9DROtuS3rpL,1,9,2
Grew up middle class,40,Prior history of violent crime,scientist,Two kids,Diabetic,Black,Republican,1,7,R_xuwSA7RF4wUOP0R,1,10,2
Grew up poor,20,Prior history of non-violent crime,Instacart shopper,No kids,Mental health issues,White,None specified,0,7,R_xuwSA7RF4wUOP0R,1,10,2
Grew up middle class,70,Prior history of violent crime,artist,Two kids,Physically disabled,Black,None specified,0,7,R_11d3XWQVUGZ147P,1,16,2
Grew up middle class,40,Prior history of non-violent crime,janitor,No kids,Generally Healthy,White,None specified,1,7,R_11d3XWQVUGZ147P,1,16,2
Grew up middle class,70,Prior history of violent crime,scientist,Two kids,Mental health issues,Asian,Democrat,1,4,R_22EqkicioWOj1jn,1,12,2
Grew up middle class,70,Prior history of violent crime,Instacart shopper,Two kids,Diabetic,Black,None specified,0,4,R_22EqkicioWOj1jn,1,12,2
Grew up middle class,20,Prior history of non-violent crime,scientist,Two kids,Generally Healthy,Asian,Democrat,1,6,R_3sn1yhhMIi0XLEl,1,13,2
Grew up middle class,40,None,Instacart shopper,Two kids,Diabetic,Black,None specified,0,6,R_3sn1yhhMIi0XLEl,1,13,2
Grew up poor,40,Prior history of violent crime,nurse,Two kids,Diabetic,Hispanic,Democrat,0,6,R_4PzlyLSxAcN49yx,1,5,2
Grew up poor,40,Prior history of violent crime,scientist,Two kids,Physically disabled,Asian,None specified,1,6,R_4PzlyLSxAcN49yx,1,5,2
Grew up upper class,70,None,unemployed,No kids,Mental health issues,White,Democrat,0,4,R_1rMmppBNwFOd5j6,1,11,2
Grew up poor,70,Prior history of non-violent crime,scientist,Two kids,Diabetic,Black,None specified,1,4,R_1rMmppBNwFOd5j6,1,11,2
Grew up middle class,20,Prior history of violent crime,firefighter,Two kids,Mental health issues,Asian,Democrat,0,5,R_3HH5qOBO0UvCH8l,1,7,2
Grew up middle class,20,Prior history of violent crime,scientist,No kids,Physically disabled,Black,Democrat,1,5,R_3HH5qOBO0UvCH8l,1,7,2
Grew up upper class,20,Prior history of violent crime,banker,No kids,Physically disabled,Hispanic,Democrat,0,5,R_1OxfHRP391eu0W6,1,9,2
Grew up middle class,40,Prior history of violent crime,artist,No kids,Diabetic,Hispanic,None specified,1,5,R_1OxfHRP391eu0W6,1,9,2
Grew up upper class,70,Prior history of violent crime,firefighter,Two kids,Physically disabled,Black,Republican,1,4,R_1IZA8tWyagxXw87,1,9,2
Grew up poor,40,Prior history of violent crime,unemployed,Two kids,Generally Healthy,Asian,Republican,0,4,R_1IZA8tWyagxXw87,1,9,2
